Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
510783,21986,PACK OF 12 PINK SPOT TISSUES ,48.0,2010-06-03 15:39:00,0.29,14426.0,United Kingdom
518687,22625,RED KITCHEN SCALES,2.0,2010-08-11 10:16:00,8.5,15837.0,United Kingdom
517650,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2.0,2010-07-30 14:00:00,9.95,13015.0,United Kingdom
519879,15044C,PURPLE PAPER PARASOL,2.0,2010-08-22 10:57:00,2.95,14078.0,United Kingdom
503246,21864,UNION JACK FLAG PASSPORT COVER ,6.0,2010-03-31 10:00:00,2.1,13803.0,United Kingdom
513855,48194,DOOR MAT HEARTS,2.0,2010-06-29 11:23:00,7.49,15078.0,United Kingdom
513625,21164,HOME SWEET HOME METAL SIGN ,1.0,2010-06-27 13:09:00,2.95,14505.0,United Kingdom
490100,85103, SILVER T-LIGHT SETTING,1.0,2009-12-03 16:21:00,6.75,13001.0,United Kingdom
507394,22458,CAST IRON HOOK GARDEN FORK,4.0,2010-05-09 12:49:00,2.55,16466.0,United Kingdom
505233,82494L,WOODEN FRAME ANTIQUE WHITE ,6.0,2010-04-21 10:46:00,2.95,17377.0,United Kingdom
511905,21542,WOODLAND WATER TRANSFER TATTOOS ,1.0,2010-06-11 11:19:00,0.85,16895.0,United Kingdom
499676,22256,FELT FARM ANIMAL CHICKEN,3.0,2010-03-01 16:29:00,1.25,17116.0,United Kingdom
519785,21681,GIANT MEDINA STAMPED METAL BOWL ,2.0,2010-08-20 11:57:00,9.95,18286.0,United Kingdom
507170,21868,POTTING SHED TEA MUG,12.0,2010-05-06 14:45:00,1.25,14745.0,United Kingdom
499968,22318,FIVE HEART HANGING DECORATION,6.0,2010-03-03 14:10:00,2.95,13214.0,United Kingdom
519485,22076,6 RIBBONS EMPIRE  ,1.0,2010-08-17 13:35:00,1.65,17753.0,United Kingdom
503709,22522,CHILDS GARDEN FORK BLUE ,6.0,2010-04-06 14:14:00,0.85,14825.0,United Kingdom
509773,21277,FRENCH STYLE EMBOSSED HEART CABINET,1.0,2010-05-25 16:48:00,21.95,16658.0,United Kingdom
C491728,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,-4.0,2009-12-14 09:18:00,4.95,12471.0,Germany
503547,22485,SET OF 2 WOODEN MARKET CRATES,2.0,2010-04-01 14:52:00,12.75,14049.0,United Kingdom
510170,22323,PINK POLKADOT KIDS BAG,2.0,2010-05-27 14:28:00,1.95,13001.0,United Kingdom
502234,82580,BATHROOM METAL SIGN,12.0,2010-03-23 12:24:00,0.55,16327.0,United Kingdom
495546,21190,PINK HEARTS PAPER GARLAND,6.0,2010-01-25 15:54:00,1.65,13206.0,United Kingdom
508332,21533,RETRO SPOT LARGE MILK JUG,2.0,2010-05-14 11:59:00,4.95,16115.0,United Kingdom
489579,84855,BLOKEY SILVER TOOL SET,1.0,2009-12-01 13:41:00,4.95,16887.0,United Kingdom
508581,21452,TOADSTOOL MONEY BOX,6.0,2010-05-17 11:55:00,2.95,18287.0,United Kingdom
518375,48188,DOORMAT WELCOME PUPPIES,2.0,2010-08-08 10:46:00,7.49,13488.0,United Kingdom
496330,22047,EMPIRE GIFT WRAP,200.0,2010-01-31 13:42:00,0.34,14306.0,United Kingdom
519165,37475,SET/4 COLOURFUL MIXING BOWLS,1.0,2010-08-13 12:59:00,9.95,17865.0,United Kingdom
504122,21644,ASSORTED TUTTI FRUTTI HEART BOX,12.0,2010-04-11 10:30:00,1.25,12916.0,United Kingdom
508864,20978,36 PENCILS TUBE SKULLS,6.0,2010-05-18 16:09:00,1.25,17589.0,United Kingdom
509417,21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,1.0,2010-05-23 12:56:00,5.95,17081.0,United Kingdom
505013,21080,SET/20 RED SPOTTY PAPER NAPKINS ,12.0,2010-04-19 13:29:00,0.85,13115.0,United Kingdom
508508,22483,RED GINGHAM TEDDY BEAR ,6.0,2010-05-17 09:03:00,2.95,14112.0,United Kingdom
515811,47591D,PINK FAIRY CAKE CHILD'S APRON,8.0,2010-07-15 08:46:00,1.95,15259.0,United Kingdom
518354,84946,ANTIQUE SILVER TEA GLASS ETCHED,12.0,2010-08-06 14:52:00,1.25,13199.0,United Kingdom
509615,22027,TEA PARTY BIRTHDAY CARD,12.0,2010-05-25 09:34:00,0.42,12802.0,Netherlands
491983,85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,4.0,2009-12-15 09:42:00,4.25,16554.0,United Kingdom
512381,85099B,JUMBO BAG RED RETROSPOT,4.0,2010-06-15 12:11:00,1.95,16940.0,United Kingdom
504344,22077,6 RIBBONS RUSTIC CHARM,12.0,2010-04-13 09:26:00,1.65,14853.0,United Kingdom
505636,22423,REGENCY CAKESTAND 3 TIER,1.0,2010-04-23 13:23:00,12.75,14755.0,United Kingdom
518227,21220,SET/4 BADGES DOGS,1.0,2010-08-05 14:57:00,1.25,15271.0,United Kingdom
517478,21211,SET OF 72 SKULL PAPER  DOILIES,1.0,2010-07-29 12:21:00,1.45,14451.0,United Kingdom
504536,21901,"KEY FOB , BACK DOOR ",5.0,2010-04-14 11:59:00,0.65,13097.0,United Kingdom
520327,21708,FOLDING UMBRELLA  CREAM/MULTI  SPOT,1.0,2010-08-25 12:20:00,4.95,15570.0,United Kingdom
507235,21562,HAWAIIAN GRASS SKIRT ,24.0,2010-05-07 09:04:00,1.69,14298.0,United Kingdom
519234,82580,BATHROOM METAL SIGN,5.0,2010-08-15 13:18:00,0.55,17618.0,United Kingdom
516272,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12.0,2010-07-19 12:26:00,1.65,14307.0,United Kingdom
507735,22622,BOX OF VINTAGE ALPHABET BLOCKS,2.0,2010-05-11 12:10:00,9.95,17321.0,United Kingdom
498584,85169D,PINK LOVE BIRD CANDLE,2.0,2010-02-21 15:06:00,1.25,16200.0,United Kingdom
505847,20675,BLUE SPOTTY BOWL,2.0,2010-04-26 12:11:00,1.25,14710.0,United Kingdom
500506,22416,36 DOILIES SPACEBOY DESIGN ,5.0,2010-03-08 13:48:00,1.45,14562.0,United Kingdom
501430,21588,RETRO SPOT GIANT  TUBE MATCHES,12.0,2010-03-16 12:53:00,2.55,17679.0,United Kingdom
515795,20754,RETRO RED SPOTTY WASHING UP GLOVES,6.0,2010-07-14 16:04:00,2.1,14844.0,United Kingdom
514643,21865,PINK UNION JACK  PASSPORT COVER ,6.0,2010-07-05 12:40:00,2.1,12469.0,Thailand
514210,22476,EMPIRE UNION JACK TV DINNER TRAY,3.0,2010-06-30 16:37:00,4.95,18231.0,United Kingdom
501907,35961,FOLKART ZINC HEART CHRISTMAS DEC,12.0,2010-03-21 16:13:00,0.85,13451.0,United Kingdom
518451,84212,"ASSORTED FLOWER COLOUR ""LEIS""",24.0,2010-08-09 11:27:00,0.65,16180.0,United Kingdom
500664,21846,PINK DIAMANTE PEN IN GIFT BOX,1.0,2010-03-09 12:12:00,4.95,17841.0,United Kingdom
517110,22639,SET OF 4 NAPKIN CHARMS HEARTS,6.0,2010-07-26 15:40:00,2.55,15079.0,United Kingdom
497796,21912,VINTAGE SNAKES & LADDERS,4.0,2010-02-12 12:59:00,3.75,15633.0,United Kingdom
513190,17084R,ASSORTED INCENSE PACK,72.0,2010-06-22 14:21:00,0.21,16894.0,United Kingdom
500853,22082,RIBBON REEL STRIPES DESIGN ,1.0,2010-03-10 12:22:00,1.65,13566.0,United Kingdom
C515968,84614A,PINK BAROQUE FLOCK CANDLE HOLDER,-2.0,2010-07-16 07:49:00,5.95,14640.0,United Kingdom
491636,21703,BAG 125g SWIRLY MARBLES,10.0,2009-12-11 15:52:00,0.42,17754.0,United Kingdom
504589,22518,CHILDS GARDEN BRUSH BLUE,6.0,2010-04-15 10:20:00,2.1,15194.0,United Kingdom
489868,22084,PAPER CHAIN KIT EMPIRE,12.0,2009-12-02 15:10:00,2.95,15794.0,United Kingdom
502813,22555,PLASTERS IN TIN STRONGMAN,2.0,2010-03-28 10:33:00,1.65,16104.0,United Kingdom
501860,84406B,CREAM CUPID HEARTS COAT HANGER,3.0,2010-03-21 11:32:00,3.25,15425.0,United Kingdom
498360,84558A,3D DOG PICTURE PLAYING CARDS,1.0,2010-02-18 13:29:00,2.95,12748.0,United Kingdom
502613,22548,HEADS AND TAILS SPORTING FUN,2.0,2010-03-25 14:22:00,1.25,14535.0,United Kingdom
494384,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9.0,2010-01-14 08:30:00,2.55,16304.0,United Kingdom
504882,21107,CREAM SLICE FLANNEL PINK SPOT ,4.0,2010-04-18 13:12:00,2.95,14395.0,United Kingdom
502881,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12.0,2010-03-29 10:38:00,0.36,17448.0,United Kingdom
496232,22193,RED DINER WALL CLOCK,2.0,2010-01-29 14:21:00,8.5,14249.0,United Kingdom
508191,22216,T-LIGHT HOLDER WHITE LACE,24.0,2010-05-13 13:15:00,0.85,16743.0,United Kingdom
494456,72755C,FLOWER FAIRY OIL BURNER SET ROSE,16.0,2010-01-14 14:10:00,1.25,13233.0,United Kingdom
514221,21411,GINGHAM HEART  DOORSTOP RED,6.0,2010-07-01 09:56:00,4.25,12653.0,Israel
503536,21535,RED RETROSPOT SMALL MILK JUG,2.0,2010-04-01 13:54:00,2.55,15023.0,United Kingdom
516715,21539,RED RETROSPOT BUTTER DISH,3.0,2010-07-22 12:25:00,4.95,13740.0,United Kingdom
498141,21622,VINTAGE UNION JACK CUSHION COVER,4.0,2010-02-17 09:05:00,4.95,13659.0,United Kingdom
517385,21987,PACK OF 6 SKULL PAPER CUPS,5.0,2010-07-28 17:56:00,0.65,16937.0,United Kingdom
491810,21708,FOLDING UMBRELLA  CREAM/MULTI  SPOT,24.0,2009-12-14 13:22:00,1.95,14401.0,United Kingdom
506463,47566,PARTY BUNTING,15.0,2010-04-30 07:58:00,4.65,16258.0,United Kingdom
499222,90214A,"LETTER ""A"" BLING KEY RING",1.0,2010-02-25 11:41:00,1.25,15573.0,United Kingdom
502113,85099B,JUMBO BAG RED WHITE SPOTTY ,2.0,2010-03-23 11:01:00,1.95,15998.0,United Kingdom
496530,22282,12 EGG HOUSE PAINTED WOOD,2.0,2010-02-02 12:47:00,12.75,13538.0,United Kingdom
508223,22415,WHITE TISSUE REAM,1.0,2010-05-13 15:42:00,7.95,17576.0,United Kingdom
509977,17178,FLAT PALM T-LIGHT HOLDER,1.0,2010-05-26 13:51:00,1.25,14651.0,United Kingdom
514681,46000P,POLYESTER FILLER PAD 65CMx65CM,2.0,2010-07-05 13:55:00,4.25,16158.0,United Kingdom
492435,20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,1.0,2009-12-17 10:20:00,1.25,15863.0,United Kingdom
495936,21908,CHOCOLATE THIS WAY METAL SIGN,48.0,2010-01-27 15:39:00,1.85,17865.0,United Kingdom
509980,22489,PACK OF 12 TRADITIONAL CRAYONS,24.0,2010-05-26 14:07:00,0.42,12378.0,Switzerland
514492,82482,WOODEN PICTURE FRAME WHITE FINISH,6.0,2010-07-02 15:29:00,2.1,17850.0,United Kingdom
501541,21725,SWEETIES  STICKERS,12.0,2010-03-17 14:23:00,0.85,13478.0,United Kingdom
491833,21480,PINK STRIPE HOT WATER BOTTLE,1.0,2009-12-14 14:35:00,2.95,12926.0,United Kingdom
493427,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4.0,2010-01-04 10:43:00,4.25,13287.0,United Kingdom
516193,82578,KITCHEN METAL SIGN,12.0,2010-07-19 10:02:00,0.55,12696.0,Finland
496303,21752,GLASS CAKE STAND MIRRORED BASE,1.0,2010-01-31 11:14:00,14.95,16923.0,United Kingdom
500659,47566,PARTY BUNTING,5.0,2010-03-09 11:23:00,4.65,16558.0,United Kingdom
520213,22554,PLASTERS IN TIN WOODLAND ANIMALS,4.0,2010-08-24 17:31:00,1.65,17602.0,United Kingdom
512411,21870,I CAN ONLY PLEASE ONE PERSON MUG,72.0,2010-06-15 13:19:00,1.06,14156.0,EIRE
518734,21770,OPEN CLOSED METAL SIGN,2.0,2010-08-11 11:51:00,4.95,12771.0,Portugal
502829,85231E,STRAWBERRY SCENTED SET/9 T-LIGHTS,2.0,2010-03-28 12:20:00,0.85,17827.0,United Kingdom
505730,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,6.0,2010-04-25 14:31:00,2.95,13455.0,United Kingdom
491637,21822,GLITTER CHRISTMAS TREE WITH BELLS,18.0,2009-12-11 15:55:00,1.95,15984.0,United Kingdom
513790,20726,LUNCH BAG WOODLAND,5.0,2010-06-28 15:26:00,1.65,13069.0,United Kingdom
517316,82494L,WOODEN FRAME ANTIQUE WHITE ,3.0,2010-07-28 11:40:00,2.95,17377.0,United Kingdom
516481,21930,JUMBO STORAGE BAG SKULLS,10.0,2010-07-21 09:13:00,1.95,16945.0,United Kingdom
509867,17091A,LAVENDER INCENSE IN TIN,12.0,2010-05-26 10:41:00,1.25,15750.0,United Kingdom
505571,21534,DAIRY MAID LARGE MILK JUG,1.0,2010-04-23 11:28:00,4.95,16661.0,United Kingdom
503547,22553,PLASTERS IN TIN SKULLS,6.0,2010-04-01 14:52:00,1.65,14049.0,United Kingdom
509145,85099B,JUMBO BAG RED RETROSPOT,6.0,2010-05-20 12:50:00,1.95,17346.0,United Kingdom
509577,17178,FLAT PALM T-LIGHT HOLDER,4.0,2010-05-24 14:17:00,1.25,17338.0,United Kingdom
509189,85031A,ROMANTIC IMAGES SCRAP BOOK SET,3.0,2010-05-20 17:07:00,4.95,16607.0,United Kingdom
518228,10002,INFLATABLE POLITICAL GLOBE ,21.0,2010-08-05 15:01:00,0.85,13031.0,United Kingdom
497264,22147,FELTCRAFT BUTTERFLY HEARTS,1.0,2010-02-08 13:24:00,1.45,15967.0,United Kingdom
497392,84880,WHITE WIRE EGG HOLDER,3.0,2010-02-09 12:52:00,5.95,13993.0,United Kingdom
502891,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,6.0,2010-03-29 11:41:00,2.55,17448.0,United Kingdom
507032,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,2.0,2010-05-05 15:03:00,9.95,14560.0,United Kingdom
512539,20754,RETRO RED SPOTTY WASHING UP GLOVES,2.0,2010-06-16 12:48:00,2.1,13567.0,United Kingdom
497222,82486,WOOD S/3 CABINET ANT WHITE FINISH,1.0,2010-02-07 15:16:00,7.95,16082.0,United Kingdom
499378,22290,STANDING METAL RABBIT WITH EGG,4.0,2010-02-26 12:00:00,2.1,15998.0,United Kingdom
504508,22413,METAL SIGN TAKE IT OR LEAVE IT ,6.0,2010-04-14 11:20:00,2.95,15265.0,United Kingdom
514664,22301,COFFEE MUG CAT + BIRD DESIGN,6.0,2010-07-05 13:03:00,2.55,17774.0,United Kingdom
514823,20998,ROSE DU SUD OVEN GLOVE,6.0,2010-07-06 12:19:00,2.95,12730.0,Germany
500362,84977,WIRE FLOWER T-LIGHT HOLDER,4.0,2010-03-07 16:12:00,1.25,17449.0,United Kingdom
494482,22195,LARGE HEART MEASURING SPOONS,6.0,2010-01-14 16:24:00,1.65,13983.0,United Kingdom
495912,21984,PACK OF 12 PINK PAISLEY TISSUES ,12.0,2010-01-27 12:50:00,0.29,13590.0,United Kingdom
508409,22624,IVORY KITCHEN SCALES,2.0,2010-05-14 16:01:00,8.5,18245.0,United Kingdom
513324,21931,JUMBO STORAGE BAG SUKI,3.0,2010-06-23 16:52:00,1.95,17345.0,United Kingdom
515763,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1.0,2010-07-14 13:55:00,1.65,14606.0,United Kingdom
498440,21955,DOOR MAT UNION JACK GUNS AND ROSES,200.0,2010-02-19 09:37:00,4.58,18102.0,United Kingdom
510735,21700,BIG DOUGHNUT FRIDGE MAGNETS,2.0,2010-06-03 11:35:00,0.85,14606.0,United Kingdom
519568,21621,VINTAGE UNION JACK BUNTING,60.0,2010-08-18 12:13:00,8.5,17262.0,United Kingdom
518650,22380,TOY TIDY SPACEBOY  ,10.0,2010-08-10 13:02:00,2.1,13045.0,United Kingdom
515179,21977,PACK OF 60 PINK PAISLEY CAKE CASES,6.0,2010-07-08 18:33:00,0.55,16032.0,United Kingdom
496900,47583B,SET OF 3 WICKER BASKET TEA AND CAKE,1.0,2010-02-04 14:19:00,24.95,17138.0,United Kingdom
490609,20980,36 PENCILS TUBE POSY,3.0,2009-12-07 11:39:00,1.25,14037.0,United Kingdom
500362,22178,VICTORIAN GLASS HANGING T-LIGHT,6.0,2010-03-07 16:12:00,1.25,17449.0,United Kingdom
497596,21755,LOVE BUILDING BLOCK WORD,3.0,2010-02-11 09:45:00,5.95,16577.0,United Kingdom
495197,22080,RIBBON REEL SPOTS DESIGN ,10.0,2010-01-21 15:44:00,1.65,16233.0,United Kingdom
491170,47592B,SCOTTIES DESIGN CHILD'S OVERALL,2.0,2009-12-10 11:27:00,2.1,17861.0,United Kingdom
504467,85099F,JUMBO BAG STRAWBERRY,2.0,2010-04-13 17:15:00,1.95,16259.0,United Kingdom
509851,37448,CERAMIC CAKE DESIGN SPOTTED MUG,12.0,2010-05-26 09:05:00,1.49,14911.0,EIRE
511993,22271,FELTCRAFT DOLL ROSIE,12.0,2010-06-11 15:22:00,2.95,14911.0,EIRE
507113,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12.0,2010-05-06 11:14:00,2.95,15129.0,United Kingdom
498366,21931,JUMBO STORAGE BAG SUKI,10.0,2010-02-18 13:57:00,1.95,14152.0,United Kingdom
518269,21499,BLUE SPOTS  WRAP,25.0,2010-08-05 19:22:00,0.42,16395.0,United Kingdom
489791,20713,JUMBO BAG OWLS,1.0,2009-12-02 12:06:00,1.95,15542.0,United Kingdom
489695,21889,WOODEN BOX OF DOMINOES,12.0,2009-12-02 10:48:00,1.25,16202.0,United Kingdom
505498,84406B,CREAM CUPID HEARTS COAT HANGER,8.0,2010-04-22 13:29:00,3.25,14209.0,United Kingdom
516106,85217,ASSORTED ICE CREAM FRIDGE MAGNETS,12.0,2010-07-16 12:42:00,0.65,17683.0,United Kingdom
513627,22563,HAPPY STENCIL CRAFT,1.0,2010-06-27 13:16:00,1.25,17194.0,United Kingdom
503067,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4.0,2010-03-30 09:47:00,3.75,14911.0,EIRE
513762,21544,SKULLS  WATER TRANSFER TATTOOS ,12.0,2010-06-28 12:58:00,0.85,12451.0,Switzerland
C498280,21539,RETRO SPOTS BUTTER DISH,-1.0,2010-02-17 16:22:00,4.25,17511.0,United Kingdom
517625,21080,SET/20 RED SPOTTY PAPER NAPKINS ,4.0,2010-07-30 11:59:00,0.85,16391.0,United Kingdom
507430,37501,TEA TIME TEA SET IN GIFT BOX,2.0,2010-05-09 16:03:00,6.95,17135.0,United Kingdom
509430,21754,HOME BUILDING BLOCK WORD,3.0,2010-05-23 14:13:00,5.95,13394.0,United Kingdom
511055,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,1.0,2010-06-06 12:16:00,3.75,14415.0,United Kingdom
515593,85118,HEART T-LIGHT HOLDER,1.0,2010-07-13 13:29:00,1.25,16435.0,United Kingdom
490093,84050,PINK HEART SHAPE EGG FRYING PAN,36.0,2009-12-03 15:56:00,1.65,12949.0,United Kingdom
519712,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,2.0,2010-08-19 15:28:00,0.85,16919.0,United Kingdom
493536,47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,1.0,2010-01-04 15:29:00,1.25,17841.0,United Kingdom
511545,22607,WOODEN ROUNDERS GARDEN SET ,4.0,2010-06-09 08:02:00,8.5,15179.0,United Kingdom
508401,22427,ENAMEL FLOWER JUG CREAM,2.0,2010-05-14 15:37:00,5.95,15972.0,United Kingdom
495487,44230,SQUARE MIRROR CURTAIN,12.0,2010-01-25 12:18:00,6.36,15311.0,United Kingdom
514805,22354,RETROSPOT PADDED SEAT CUSHION,8.0,2010-07-06 11:05:00,3.75,17901.0,United Kingdom
490966,21618,4 WILDFLOWER BOTANICAL CANDLES,2.0,2009-12-08 16:20:00,3.75,17178.0,United Kingdom
506279,22605,WOODEN CROQUET GARDEN SET,1.0,2010-04-28 15:54:00,12.75,13976.0,United Kingdom
516781,22430,ENAMEL WATERING CAN CREAM,208.0,2010-07-23 08:24:00,3.18,18102.0,United Kingdom
511035,22386,JUMBO BAG PINK WITH WHITE SPOTS,8.0,2010-06-06 10:57:00,1.95,16242.0,United Kingdom
513926,22371,AIRLINE BAG VINTAGE TOKYO 78,2.0,2010-06-29 12:26:00,6.35,14774.0,United Kingdom
516896,20973,12 PENCIL SMALL TUBE WOODLAND,5.0,2010-07-23 16:54:00,0.65,18132.0,United Kingdom
514324,79067,CORONA MEXICAN TRAY,2.0,2010-07-01 14:13:00,3.75,16011.0,United Kingdom
519682,21745,GAOLERS KEYS DECORATIVE GARDEN ,5.0,2010-08-19 12:48:00,3.75,16529.0,United Kingdom
490331,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,3.0,2009-12-04 15:30:00,1.65,18181.0,United Kingdom
503155,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12.0,2010-03-30 12:35:00,1.65,15981.0,United Kingdom
490212,84425A,WHITE GLASS TV TRIPLE FRAME,3.0,2009-12-04 12:07:00,4.25,16883.0,United Kingdom
508332,22090,PAPER BUNTING RETRO SPOTS,5.0,2010-05-14 11:59:00,2.95,16115.0,United Kingdom
503692,84688,BEACH HUT DESIGN BLACKBOARD,6.0,2010-04-06 12:43:00,4.25,13939.0,United Kingdom
510483,84670,JAPANESE CROCHETED ANIMAL,12.0,2010-06-01 11:27:00,0.42,16960.0,United Kingdom
507235,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,30.0,2010-05-07 09:04:00,1.65,14298.0,United Kingdom
489635,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,4.0,2009-12-01 15:26:00,4.25,16763.0,United Kingdom
503929,15036,ASSORTED COLOURS SILK FAN,24.0,2010-04-08 13:32:00,0.65,14105.0,United Kingdom
492223,21780,MA CAMPAGNE 4 DRAWER WALL SHELF,1.0,2009-12-15 17:56:00,14.95,14061.0,United Kingdom
517017,21385,IVORY HANGING DECORATION  HEART,24.0,2010-07-26 11:34:00,0.85,13004.0,United Kingdom
497615,21781,MA CAMPAGNE CUTLERY BOX,1.0,2010-02-11 11:59:00,14.95,14527.0,United Kingdom
519691,85095,THREE CANVAS LUGGAGE TAGS,24.0,2010-08-19 13:32:00,0.65,17841.0,United Kingdom
504870,48184,DOOR MAT ENGLISH ROSE ,1.0,2010-04-18 12:33:00,7.49,14532.0,United Kingdom
516327,20979,36 PENCILS TUBE RED SPOTTY,7.0,2010-07-19 15:58:00,1.25,17589.0,United Kingdom
519170,22423,REGENCY CAKESTAND 3 TIER,1.0,2010-08-13 13:38:00,12.75,17515.0,United Kingdom
494645,21869,POTTING SHED COFFEE MUG,12.0,2010-01-17 12:17:00,1.25,16017.0,United Kingdom
512560,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2.0,2010-06-16 14:28:00,0.55,17931.0,United Kingdom
490924,22178,VICTORIAN GLASS HANGING T-LIGHT,6.0,2009-12-08 13:27:00,1.25,17978.0,United Kingdom
516107,21506,"FANCY FONT BIRTHDAY CARD, ",12.0,2010-07-16 12:44:00,0.42,17611.0,United Kingdom
505969,22122,SET OF 2 FANCY FONT TEA TOWELS,3.0,2010-04-26 16:36:00,2.95,17231.0,United Kingdom
502919,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",10.0,2010-03-29 13:46:00,0.85,17046.0,United Kingdom
502584,84562A,PINK/WHITE RIBBED MELAMINE JUG,2.0,2010-03-25 12:40:00,7.95,13875.0,United Kingdom
490680,21976,PACK OF 60 MUSHROOM CAKE CASES,24.0,2009-12-07 13:32:00,0.55,17441.0,United Kingdom
491160,21056,DOCTOR'S BAG SOFT TOY,3.0,2009-12-10 10:29:00,8.95,14911.0,EIRE
496321,21175,GIN + TONIC DIET METAL SIGN,1.0,2010-01-31 12:43:00,2.1,16014.0,United Kingdom
494349,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,2.0,2010-01-13 14:32:00,2.95,15015.0,United Kingdom
494436,21155,RED SPOTTY PEG BAG,6.0,2010-01-14 12:09:00,2.1,16013.0,United Kingdom
516956,22037,ROBOT BIRTHDAY CARD,12.0,2010-07-25 15:44:00,0.42,13148.0,United Kingdom
498353,84249D,FAIRY CAKE GREETINGS CARD,12.0,2010-02-18 12:36:00,0.42,12949.0,United Kingdom
511435,21068,VINTAGE BILLBOARD LOVE/HATE MUG,720.0,2010-06-08 11:51:00,0.8,18102.0,United Kingdom
C510231,35004C,SET OF 3 COLOURED  FLYING DUCKS,-1.0,2010-05-28 09:40:00,5.45,16701.0,United Kingdom
516010,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10.0,2010-07-16 09:42:00,1.95,14486.0,United Kingdom
505772,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48.0,2010-04-26 10:32:00,0.21,12925.0,United Kingdom
494638,84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,1.0,2010-01-17 11:03:00,0.65,16782.0,United Kingdom
498964,15036,ASSORTED COLOURS SILK FAN,12.0,2010-02-24 11:28:00,0.75,15984.0,United Kingdom
496303,22494,EMERGENCY FIRST AID TIN ,16.0,2010-01-31 11:14:00,1.25,16923.0,United Kingdom
499772,21497,FANCY FONTS BIRTHDAY WRAP,25.0,2010-03-02 13:36:00,0.42,16960.0,United Kingdom
495945,20914,SET/5 RED SPOTTY LID GLASS BOWLS,4.0,2010-01-27 16:23:00,2.95,13758.0,United Kingdom
513961,85099F,JUMBO BAG STRAWBERRY,2.0,2010-06-29 15:15:00,1.95,15005.0,United Kingdom
498240,20677,PINK SPOTTY BOWL,16.0,2010-02-17 14:35:00,1.25,12921.0,United Kingdom
497912,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,6.0,2010-02-14 14:35:00,1.95,12867.0,United Kingdom
492799,21903,MAN FLU METAL SIGN,6.0,2009-12-20 11:36:00,2.1,17865.0,United Kingdom
492419,22071,SMALL RETRO SPOT MUG IN BOX  WHITE,1.0,2009-12-16 17:34:00,3.75,14540.0,United Kingdom
503929,22045,SPACEBOY GIFT WRAP,25.0,2010-04-08 13:32:00,0.42,14105.0,United Kingdom
504480,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,192.0,2010-04-14 10:32:00,0.72,13199.0,United Kingdom
510806,35961,FOLKART ZINC HEART CHRISTMAS DEC,12.0,2010-06-03 19:05:00,0.85,17107.0,United Kingdom
507667,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,6.0,2010-05-10 17:21:00,0.42,12867.0,United Kingdom
520340,22089,PAPER BUNTING VINTAGE PAISLEY,6.0,2010-08-25 12:55:00,2.95,15039.0,United Kingdom
494239,22219,LOVEBIRD HANGING DECORATION WHITE ,1.0,2010-01-12 15:48:00,0.85,14081.0,United Kingdom
500014,21495,SKULLS WRAP,25.0,2010-03-04 10:29:00,0.42,15622.0,United Kingdom
503991,85175,CACTI T-LIGHT CANDLES,32.0,2010-04-09 10:30:00,0.42,16341.0,United Kingdom
514643,21577,SAVE THE PLANET COTTON TOTE BAG,6.0,2010-07-05 12:40:00,2.25,12469.0,Thailand
506162,47505,MINATURE COLOURED GARDENING SET,3.0,2010-04-28 09:15:00,4.95,13081.0,United Kingdom
504766,22357,KINGS CHOICE BISCUIT TIN,12.0,2010-04-16 11:51:00,3.75,13013.0,United Kingdom
497378,21870,I CAN ONLY PLEASE ONE PERSON MUG,12.0,2010-02-09 11:39:00,1.25,13089.0,United Kingdom
